group_id,topic,raw_query,raw_results,raw_recent,raw_saved,query2results,results2query,query2recent,recent2query,query2saved,saved2query,results2recent,recent2results,results2saved,saved2results,recent2saved,saved2recent
5ea72637ec9f9fc6aa2ae05d,341,36,73,26,26,30,32,4,2,2,1,18,23,23,20,1,4
5ea72637ec9f9fc6aa2ae05d,367,42,61,6,20,39,40,2,0,1,1,2,5,18,17,1,2
5ea72637ec9f9fc6aa2ae05d,650,34,58,19,12,30,32,3,1,1,0,15,17,10,11,1,1
5ea726adec9f9fc6aa2ae066,341,14,36,14,21,11,9,1,3,2,1,10,9,17,16,2,3
5ea726adec9f9fc6aa2ae066,367,14,58,20,40,9,7,3,3,2,3,14,16,37,33,1,3
5ea726adec9f9fc6aa2ae066,650,12,27,10,18,8,8,2,0,2,3,5,8,14,11,2,3
5ea726cdec9f9fc6aa2ae06c,341,21,44,8,21,19,18,2,2,0,0,5,5,20,20,1,1
5ea726cdec9f9fc6aa2ae06c,367,49,65,2,28,43,44,0,0,6,4,1,0,20,22,2,1
5ea726cdec9f9fc6aa2ae06c,650,35,49,15,7,32,34,2,0,1,0,10,13,4,4,2,3
5ea72730ec9f9fc6aa2ae08a,341,32,36,7,9,25,28,4,1,3,2,2,6,6,5,0,1
5ea72730ec9f9fc6aa2ae08a,367,28,30,8,11,20,23,4,1,4,3,2,5,5,5,2,2
5ea72730ec9f9fc6aa2ae08a,650,32,38,7,9,27,30,2,0,3,1,4,5,4,6,2,1
5ea727a6ec9f9fc6aa2ae2ac,341,8,87,16,74,7,6,1,1,0,0,12,10,69,70,5,3
5ea727a6ec9f9fc6aa2ae2ac,367,19,45,15,32,16,15,2,3,1,1,7,4,22,25,8,6
5ea727a6ec9f9fc6aa2ae2ac,650,13,87,40,52,10,7,0,1,3,4,34,35,45,42,4,6
5ea73514ec9f9fc6aa2bec2e,341,35,69,40,17,21,30,11,2,3,2,27,35,11,13,3,2
5ea73514ec9f9fc6aa2bec2e,367,18,25,7,9,15,15,2,1,1,1,3,4,6,6,2,2
5ea73514ec9f9fc6aa2bec2e,650,15,23,11,7,10,11,4,2,1,1,6,8,5,5,1,1
5ea7352aec9f9fc6aa2bec70,341,42,83,30,49,32,36,5,4,5,1,11,17,35,34,9,14
5ea7352aec9f9fc6aa2bec70,367,13,68,16,61,10,9,0,0,3,3,8,8,50,50,8,8
5ea7352aec9f9fc6aa2bec70,650,43,83,25,45,31,34,6,6,5,2,13,15,36,37,4,6
5ea73572ec9f9fc6aa2bed47,341,11,23,7,6,11,10,0,0,0,0,7,6,5,6,1,0
5ea73572ec9f9fc6aa2bed47,367,17,57,15,39,15,12,1,1,1,3,9,12,36,30,2,5
5ea73572ec9f9fc6aa2bed47,650,17,33,13,12,14,13,0,0,3,3,11,12,8,7,1,2
5ea735aeec9f9fc6aa2bed79,341,41,62,8,27,34,35,3,2,4,4,5,6,22,22,0,0
5ea735aeec9f9fc6aa2bed79,367,51,75,16,41,34,38,4,2,12,10,10,12,27,29,2,2
5ea735aeec9f9fc6aa2bed79,650,40,49,15,30,26,25,8,4,6,11,5,5,18,18,6,1
5ea7365bec9f9fc6aa2bf4bf,341,20,38,17,8,16,18,2,1,2,1,13,16,6,6,0,1
5ea7365bec9f9fc6aa2bf4bf,367,27,52,9,19,27,26,0,1,0,0,8,7,18,18,1,0
5ea7365bec9f9fc6aa2bf4bf,650,17,29,7,7,15,16,1,0,1,0,6,7,6,7,0,0
5ea73809ec9f9fc6aa2c11a1,341,53,78,14,19,49,52,2,0,2,0,9,13,16,16,1,3
5ea73809ec9f9fc6aa2c11a1,367,37,94,14,54,31,33,0,0,6,3,12,14,48,49,0,2
5ea73809ec9f9fc6aa2c11a1,650,45,74,16,25,39,41,4,2,2,1,11,12,21,23,2,1
5ea7f828f5adb0a710abf108,341,43,58,9,21,36,36,4,2,3,4,5,5,16,17,2,0
5ea7f828f5adb0a710abf108,367,26,57,9,32,22,24,2,0,2,1,5,6,27,29,3,2
5ea7f828f5adb0a710abf108,650,55,89,26,41,44,47,5,2,6,5,13,17,29,28,6,8
5ea7f9a0f5adb0a710abf121,341,54,62,9,9,48,52,4,1,2,1,4,6,6,7,1,1
5ea7f9a0f5adb0a710abf121,367,42,40,6,9,30,38,3,1,8,2,2,4,0,6,1,1
5ea7f9a0f5adb0a710abf121,650,71,76,17,5,58,67,8,3,5,0,8,14,0,4,0,1
5ea7fa18f5adb0a710abf326,341,37,61,17,21,30,31,5,3,2,2,10,14,19,17,0,2
5ea7fa18f5adb0a710abf326,367,17,39,9,19,16,15,0,0,1,1,7,7,16,16,2,2
5ea7fa18f5adb0a710abf326,650,50,73,13,17,48,47,0,1,2,1,11,11,14,14,1,2
5eaaf7caee9f805cdc1de892,341,69,113,30,83,42,44,9,11,18,13,10,13,59,58,6,11
5eaaf7caee9f805cdc1de892,367,62,106,20,47,51,54,4,3,7,4,14,14,37,41,3,2
5eaaf7caee9f805cdc1de892,650,34,54,15,26,24,28,8,3,2,3,6,8,19,22,4,1
5eaaf7dbee9f805cdc1de897,341,36,56,25,25,23,27,5,1,7,7,15,20,14,13,4,5
5eaaf7dbee9f805cdc1de897,367,27,36,9,19,18,20,5,1,4,5,2,7,14,11,1,2
5eaaf7dbee9f805cdc1de897,650,24,44,23,16,17,15,5,5,2,3,16,16,12,11,2,2
5eaafab5ee9f805cdc1dfe25,341,14,24,3,13,12,11,0,0,2,2,2,2,10,10,1,1
5eaafab5ee9f805cdc1dfe25,367,67,46,28,47,28,29,17,13,22,24,2,5,15,13,10,9
5eaafab5ee9f805cdc1dfe25,650,42,54,17,20,33,32,8,6,1,3,6,7,16,14,3,3
5eab1483ee9f805cdc1ed496,341,70,74,22,44,43,46,13,11,14,12,5,4,23,27,7,4
5eab1483ee9f805cdc1ed496,367,86,82,19,44,53,60,10,9,22,16,3,7,19,22,3,6
