group_id,topic,raw_query,raw_results,raw_recent,raw_saved,query2results,results2query,query2recent,recent2query,query2saved,saved2query,results2recent,recent2results,results2saved,saved2results,recent2saved,saved2recent
5ea6bf26294d2737708db367,341,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5ea6bf26294d2737708db367,367,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0
5ea6bf26294d2737708db367,650,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5ea6e7c0294d2737708eb7ca,341,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0
5ea6e7c0294d2737708eb7ca,367,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
5ea6e7c0294d2737708eb7ca,650,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5ea710ff294d2737708f2646,341,1,2,2,1,0,1,0,0,0,0,1,1,0,1,1,0
5ea710ff294d2737708f2646,367,2,5,2,1,1,2,0,0,0,0,2,2,1,1,0,0
5ea710ff294d2737708f2646,650,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0
5ea72ac0ec9f9fc6aa2b211b,341,4,3,0,1,3,2,0,0,0,1,0,0,1,0,0,0
5ea72ac0ec9f9fc6aa2b211b,367,1,4,1,2,0,1,0,0,0,0,1,1,2,2,0,0
5ea72ac0ec9f9fc6aa2b211b,650,3,3,2,0,2,1,0,1,0,0,2,1,0,0,0,0
5ea7fadff5adb0a710abfa76,341,1,3,0,2,0,1,0,0,0,0,0,0,2,2,0,0
5ea7fadff5adb0a710abfa76,367,0,5,1,4,0,0,0,0,0,0,0,1,4,3,0,1
5ea7fadff5adb0a710abfa76,650,0,24,7,16,0,0,0,0,0,0,7,7,16,16,0,0
5eaafdc5ee9f805cdc1e21ff,341,5,7,2,1,3,5,1,0,0,0,1,2,1,1,0,0
5eaafdc5ee9f805cdc1e21ff,367,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5eaafdc5ee9f805cdc1e21ff,650,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5eab1924ee9f805cdc1ef9e4,341,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0
5eab1924ee9f805cdc1ef9e4,367,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5eab1924ee9f805cdc1ef9e4,650,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5eab394b08817a3603e9370b,341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eab394b08817a3603e9370b,367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eab394b08817a3603e9370b,650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eab3cf408817a3603e9850e,341,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5eab3cf408817a3603e9850e,367,3,3,1,1,2,2,0,0,0,0,0,1,1,0,0,1
5eab3cf408817a3603e9850e,650,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5eac34e7c16ed7badb7c083c,341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eac34e7c16ed7badb7c083c,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eac34e7c16ed7badb7c083c,650,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0
5eac41a0c16ed7badb7cafce,341,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5eac41a0c16ed7badb7cafce,367,1,3,1,1,0,1,0,0,0,0,1,1,1,1,0,0
5eac41a0c16ed7badb7cafce,650,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
